time_s,dc_voltage,estimated_ac,current,temperature,power,fault_label
7166.0,16.99,13.147,0.21,37.4,3.568,OVERVOLTAGE_SENSOR_FAULT
7168.0,17.44,13.483,0.22,37.4,3.837,OVERVOLTAGE_SENSOR_FAULT
7170.0,18.08,13.816,0.23,38.3,4.158,OVERVOLTAGE_SENSOR_FAULT
7172.0,17.02,12.789,0.22,37.5,3.744,OVERVOLTAGE
7174.0,17.92,13.784,0.21,38.8,3.763,OVERVOLTAGE
7176.0,17.72,13.773,0.23,37.6,4.076,OVERVOLTAGE
7178.0,17.52,13.256,0.22,37.6,3.854,OVERVOLTAGE
7180.0,17.69,13.307,0.22,37.5,3.892,OVERVOLTAGE_SENSOR_FAULT
7182.0,17.0,12.969,0.23,37.6,3.91,OVERVOLTAGE
7184.0,18.07,13.664,0.21,37.5,3.795,OVERVOLTAGE
7186.0,18.14,13.927,0.24,38.5,4.354,OVERVOLTAGE
7188.0,17.27,13.316,0.24,38.2,4.145,OVERVOLTAGE_SENSOR_FAULT
7190.0,17.46,13.41,0.22,39.1,3.841,OVERVOLTAGE
7192.0,18.07,13.689,0.22,37.4,3.975,OVERVOLTAGE_SENSOR_FAULT
7194.0,17.54,13.556,0.21,37.2,3.683,OVERVOLTAGE_SENSOR_FAULT
7196.0,17.29,13.14,0.22,38.2,3.804,OVERVOLTAGE
7198.0,18.07,13.803,0.21,38.2,3.795,OVERVOLTAGE_SENSOR_FAULT
7200.0,17.48,13.451,0.21,38.6,3.671,OVERVOLTAGE
7202.0,17.23,13.007,0.23,38.3,3.963,OVERVOLTAGE
7204.0,17.16,13.052,0.23,38.2,3.947,OVERVOLTAGE
7206.0,17.16,13.015,0.22,37.7,3.775,OVERVOLTAGE
7208.0,16.81,12.714,0.23,38.7,3.866,OVERVOLTAGE
7210.0,17.55,13.355,0.21,37.8,3.686,OVERVOLTAGE
7212.0,17.33,13.139,0.24,37.7,4.159,OVERVOLTAGE
7214.0,17.2,13.054,0.23,36.9,3.956,OVERVOLTAGE
7216.0,18.07,14.063,0.22,38.1,3.975,OVERVOLTAGE
7218.0,17.6,13.284,0.21,37.8,3.696,OVERVOLTAGE
7220.0,17.99,13.879,0.22,38.8,3.958,OVERVOLTAGE
7222.0,17.34,13.138,0.21,38.0,3.641,OVERVOLTAGE
7224.0,17.56,13.429,0.23,37.9,4.039,OVERVOLTAGE
7226.0,17.46,13.045,0.23,37.5,4.016,OVERVOLTAGE
7228.0,17.69,13.414,0.23,38.3,4.069,OVERVOLTAGE
7230.0,17.05,13.032,0.22,38.1,3.751,OVERVOLTAGE
7232.0,18.22,13.88,0.21,39.2,3.826,SENSOR_FAULT
7234.0,16.78,12.81,0.22,38.7,3.692,OVERVOLTAGE
7236.0,16.92,13.02,0.22,37.4,3.722,OVERVOLTAGE
7238.0,17.8,13.681,0.21,37.5,3.738,OVERVOLTAGE
7240.0,17.16,13.172,0.21,37.2,3.604,OVERVOLTAGE
7242.0,17.62,13.657,0.21,38.0,3.7,OVERVOLTAGE
7244.0,17.12,13.083,0.2,38.3,3.424,OVERVOLTAGE
7246.0,17.22,12.878,0.23,38.6,3.961,OVERVOLTAGE
7248.0,17.24,13.272,0.24,38.4,4.138,OVERVOLTAGE
7250.0,17.96,13.79,0.22,38.5,3.951,OVERVOLTAGE
7252.0,17.71,13.435,0.22,38.1,3.896,OVERVOLTAGE
7254.0,17.51,13.336,0.21,37.5,3.677,OVERVOLTAGE
7256.0,17.13,13.157,0.22,37.9,3.769,OVERVOLTAGE
7258.0,17.87,13.756,0.22,38.9,3.931,OVERVOLTAGE
7260.0,17.7,13.668,0.22,38.2,3.894,OVERVOLTAGE
7262.0,17.98,13.782,0.23,38.0,4.135,OVERVOLTAGE
7264.0,18.03,13.743,0.21,37.8,3.786,OVERVOLTAGE
7266.0,17.85,13.408,0.23,37.8,4.106,OVERVOLTAGE
7268.0,17.6,13.267,0.21,37.0,3.696,OVERVOLTAGE
7270.0,17.63,13.487,0.23,38.0,4.055,OVERVOLTAGE
7272.0,17.97,13.697,0.21,38.4,3.774,OVERVOLTAGE
7274.0,17.72,13.541,0.22,37.4,3.898,OVERVOLTAGE
7276.0,18.15,13.641,0.23,37.7,4.175,OVERVOLTAGE
7278.0,16.84,12.858,0.23,37.3,3.873,OVERVOLTAGE
7280.0,17.343,13.222,0.21,39.0,3.642,OVERVOLTAGE
7282.0,17.05,13.106,0.22,37.5,3.751,OVERVOLTAGE
7284.0,17.24,13.004,0.2,37.8,3.448,OVERVOLTAGE
7286.0,17.58,13.447,0.21,37.7,3.692,OVERVOLTAGE
7288.0,17.42,13.156,0.22,38.5,3.832,OVERVOLTAGE
7290.0,17.47,13.305,0.19,38.2,3.319,OVERVOLTAGE
7292.0,17.11,13.028,0.22,38.8,3.764,OVERVOLTAGE
7294.0,17.13,13.018,0.22,37.1,3.769,OVERVOLTAGE
7296.0,17.98,13.46,0.22,36.7,3.956,OVERVOLTAGE
7298.0,17.56,13.469,0.23,36.9,4.039,OVERVOLTAGE
7300.0,18.02,13.804,0.24,38.2,4.325,OVERVOLTAGE
7302.0,16.66,12.653,0.24,37.6,3.998,OVERVOLTAGE
7304.0,17.4,13.312,0.23,39.5,4.002,OVERVOLTAGE
7306.0,17.89,13.844,0.22,37.3,3.936,OVERVOLTAGE
7308.0,17.26,13.278,0.23,38.9,3.97,OVERVOLTAGE
7310.0,18.22,13.763,0.24,37.9,4.373,OVERVOLTAGE
7312.0,16.77,12.996,0.24,37.7,4.025,OVERVOLTAGE
7314.0,17.21,13.004,0.23,37.5,3.958,OVERVOLTAGE
7316.0,17.42,13.303,0.22,38.4,3.832,OVERVOLTAGE
7318.0,17.75,13.464,0.22,37.5,3.905,OVERVOLTAGE
7320.0,18.31,13.867,0.22,36.6,4.028,OVERVOLTAGE
7322.0,17.54,13.271,0.24,38.7,4.21,OVERVOLTAGE
7324.0,18.45,13.876,0.22,38.9,4.059,OVERVOLTAGE
7326.0,16.56,12.97,0.21,35.8,3.478,OVERVOLTAGE
7328.0,17.58,13.448,0.21,38.3,3.692,OVERVOLTAGE
7330.0,17.74,13.417,0.23,37.8,4.08,OVERVOLTAGE
7332.0,17.83,13.896,0.23,38.1,4.101,OVERVOLTAGE
7334.0,17.33,13.157,0.21,38.3,3.639,OVERVOLTAGE
7336.0,17.7,13.763,0.21,37.7,3.717,OVERVOLTAGE
7338.0,17.34,13.114,0.21,38.8,3.641,OVERVOLTAGE
7340.0,17.23,13.336,0.22,38.6,3.791,OVERVOLTAGE
7342.0,17.21,13.082,0.22,37.7,3.786,OVERVOLTAGE
7344.0,17.97,13.72,0.22,38.2,3.953,OVERVOLTAGE
7346.0,17.08,12.81,0.23,38.4,3.928,OVERVOLTAGE
7348.0,17.61,13.25,0.21,38.8,3.698,OVERVOLTAGE
7350.0,17.36,13.369,0.22,38.0,3.819,OVERVOLTAGE
7352.0,16.9,13.118,0.23,38.4,3.887,OVERVOLTAGE
7354.0,17.84,13.53,0.22,37.1,3.925,OVERVOLTAGE
7356.0,18.13,13.423,0.23,37.6,4.17,OVERVOLTAGE
7358.0,17.42,13.38,0.22,37.8,3.832,OVERVOLTAGE
7360.0,17.85,13.369,0.23,38.3,4.106,OVERVOLTAGE
7362.0,17.37,13.323,0.24,38.3,4.169,OVERVOLTAGE
7364.0,17.64,13.433,0.22,36.4,3.881,OVERVOLTAGE
7366.0,17.49,13.139,0.23,38.0,4.023,OVERVOLTAGE
7368.0,17.67,13.374,0.21,37.2,3.711,OVERVOLTAGE
7370.0,17.71,13.6,0.23,38.3,4.073,OVERVOLTAGE
7372.0,17.69,13.174,0.22,38.5,3.892,OVERVOLTAGE
7374.0,17.54,13.375,0.21,38.8,3.683,OVERVOLTAGE
7376.0,17.51,13.457,0.21,38.7,3.677,OVERVOLTAGE
7378.0,17.72,13.552,0.21,37.5,3.721,OVERVOLTAGE
7380.0,17.23,13.111,0.22,36.5,3.791,OVERVOLTAGE
7382.0,18.21,14.144,0.22,38.1,4.006,OVERVOLTAGE
7384.0,16.58,12.825,0.21,37.7,3.482,OVERVOLTAGE
7386.0,17.84,13.552,0.21,38.7,3.746,OVERVOLTAGE
7388.0,17.98,13.639,0.21,37.9,3.776,OVERVOLTAGE
7390.0,17.92,13.733,0.22,38.0,3.942,OVERVOLTAGE
7392.0,17.71,13.458,0.23,38.1,4.073,OVERVOLTAGE
7394.0,17.36,13.248,0.22,38.2,3.819,OVERVOLTAGE
7396.0,17.51,13.398,0.21,38.5,3.677,BORDERLINE_OVERLOAD
7398.0,17.89,13.593,0.22,36.8,3.936,OVERVOLTAGE
7400.0,17.42,13.315,0.23,36.6,4.007,OVERVOLTAGE
7402.0,17.7,13.423,0.21,38.1,3.717,OVERVOLTAGE
7404.0,17.21,13.251,0.22,37.5,3.786,OVERVOLTAGE
7406.0,17.21,13.288,0.21,39.2,3.614,OVERVOLTAGE
7408.0,16.77,12.892,0.21,38.2,3.522,OVERVOLTAGE
7410.0,16.91,13.011,0.23,38.6,3.889,OVERVOLTAGE
7412.0,18.03,13.955,0.22,38.3,3.967,OVERVOLTAGE
7414.0,17.93,13.58,0.21,38.4,3.765,OVERVOLTAGE
7416.0,17.7,13.491,0.22,37.1,3.894,OVERVOLTAGE
7418.0,17.6,13.545,0.22,38.2,3.872,OVERVOLTAGE
7420.0,17.49,13.422,0.22,38.9,3.848,OVERVOLTAGE
7422.0,17.58,13.467,0.21,38.5,3.692,OVERVOLTAGE
7424.0,18.01,13.494,0.22,36.8,3.962,OVERVOLTAGE
7426.0,17.79,13.587,0.22,38.3,3.914,OVERVOLTAGE
7428.0,17.43,13.315,0.22,37.4,3.835,OVERVOLTAGE
7430.0,17.27,13.174,0.22,37.8,3.799,OVERVOLTAGE
7432.0,17.86,13.83,0.22,38.7,3.929,OVERVOLTAGE
7434.0,17.84,13.725,0.22,38.2,3.925,OVERVOLTAGE
7436.0,17.54,13.346,0.23,38.4,4.034,OVERVOLTAGE
7438.0,17.85,13.549,0.22,37.9,3.927,OVERVOLTAGE
7440.0,17.57,13.463,0.23,38.6,4.041,OVERVOLTAGE
7442.0,17.74,13.385,0.23,37.9,4.08,OVERVOLTAGE
7444.0,18.01,13.48,0.22,37.5,3.962,OVERVOLTAGE
7446.0,17.72,13.601,0.21,37.5,3.721,OVERVOLTAGE
7448.0,17.78,13.446,0.21,37.9,3.734,OVERVOLTAGE
7450.0,17.28,13.178,0.22,37.7,3.802,OVERVOLTAGE
7452.0,16.92,13.059,0.23,38.3,3.892,OVERVOLTAGE
7454.0,18.01,13.467,0.21,37.8,3.782,OVERVOLTAGE
7456.0,18.74,14.067,0.22,38.7,4.123,OVERVOLTAGE
7458.0,17.89,13.504,0.24,38.0,4.294,OVERVOLTAGE
7460.0,17.45,13.44,0.2,38.0,3.49,BORDERLINE_OVERLOAD
7462.0,17.49,13.44,0.22,38.4,3.848,OVERVOLTAGE
7464.0,16.85,12.734,0.22,39.7,3.707,OVERVOLTAGE
7466.0,17.47,13.277,0.24,38.8,4.193,OVERVOLTAGE
7468.0,17.58,13.413,0.22,37.5,3.868,OVERVOLTAGE
7470.0,17.39,13.119,0.22,37.5,3.826,OVERVOLTAGE
7472.0,17.48,13.308,0.23,38.1,4.02,OVERVOLTAGE
7474.0,17.8,13.578,0.22,39.3,3.916,OVERVOLTAGE
7476.0,17.78,13.602,0.21,38.3,3.734,OVERVOLTAGE
7478.0,17.48,13.39,0.22,37.6,3.846,OVERVOLTAGE
7480.0,17.75,13.538,0.22,38.2,3.905,OVERVOLTAGE
7482.0,17.54,13.756,0.22,38.0,3.859,OVERVOLTAGE
7484.0,17.62,13.416,0.23,38.3,4.053,OVERVOLTAGE
7486.0,18.01,13.681,0.152,38.7,2.733,OVERVOLTAGE
7488.0,17.12,13.168,0.22,37.2,3.766,OVERVOLTAGE
7490.0,17.03,13.402,0.22,37.0,3.747,OVERVOLTAGE
7492.0,16.85,13.04,0.22,38.8,3.707,OVERVOLTAGE
7494.0,17.84,13.731,0.22,38.9,3.925,OVERVOLTAGE
7496.0,17.58,13.301,0.22,37.8,3.868,OVERTEMP
7498.0,17.99,13.692,0.23,37.4,4.138,OVERVOLTAGE
7500.0,17.44,13.45,0.22,38.0,3.837,OVERVOLTAGE
7502.0,17.21,13.1,0.21,38.8,3.614,OVERVOLTAGE
7504.0,17.0,13.215,0.22,37.8,3.74,OVERVOLTAGE
7506.0,17.86,13.75,0.23,38.6,4.108,OVERVOLTAGE
7508.0,17.23,13.148,0.22,37.3,3.791,OVERVOLTAGE
7510.0,17.77,13.403,0.22,38.9,3.909,OVERVOLTAGE
7512.0,17.7,13.608,0.21,38.1,3.717,OVERVOLTAGE
7514.0,17.42,13.088,0.22,37.3,3.832,OVERVOLTAGE
7516.0,17.72,13.687,0.23,37.3,4.076,OVERVOLTAGE
7518.0,17.52,13.383,0.21,37.2,3.679,OVERVOLTAGE
7520.0,17.34,13.141,0.21,36.8,3.641,OVERVOLTAGE
7522.0,17.58,13.45,0.22,37.7,3.868,OVERVOLTAGE
7524.0,17.91,13.783,0.22,37.9,3.94,OVERVOLTAGE
7526.0,17.12,12.936,0.22,37.9,3.766,OVERVOLTAGE
7528.0,17.33,13.122,0.2,39.3,3.466,OVERVOLTAGE
7530.0,18.12,13.737,0.22,38.4,3.986,OVERVOLTAGE
7532.0,17.58,13.527,0.23,38.5,4.043,OVERVOLTAGE
7534.0,17.35,13.33,0.22,36.9,3.817,OVERVOLTAGE
7536.0,17.93,13.566,0.23,38.2,4.124,OVERVOLTAGE
7538.0,16.83,12.849,0.23,36.8,3.871,OVERVOLTAGE
7540.0,17.41,13.321,0.22,38.0,3.83,OVERVOLTAGE
7542.0,16.55,12.787,0.22,36.5,3.641,OVERVOLTAGE
7544.0,17.28,13.135,0.2,37.4,3.456,OVERVOLTAGE
7546.0,17.97,13.861,0.22,38.2,3.953,OVERVOLTAGE
7548.0,17.46,13.166,0.23,38.5,4.016,OVERVOLTAGE
7550.0,18.08,13.568,0.21,38.6,3.797,OVERVOLTAGE
7552.0,17.74,13.501,0.24,37.9,4.258,OVERVOLTAGE
7554.0,17.74,13.562,0.22,39.2,3.903,OVERVOLTAGE
7556.0,17.37,13.191,0.22,37.4,3.821,NORMAL
7558.0,17.36,13.546,0.22,37.5,3.819,OVERVOLTAGE
7560.0,17.09,13.159,0.22,38.4,3.76,OVERVOLTAGE
7562.0,17.48,13.388,0.22,38.3,3.846,OVERVOLTAGE
7564.0,17.4,13.143,0.21,37.7,3.654,OVERVOLTAGE
7566.0,17.24,13.417,0.22,38.2,3.793,OVERVOLTAGE
7568.0,17.29,13.389,0.23,38.2,3.977,OVERVOLTAGE
7570.0,17.73,13.571,0.21,36.8,3.723,OVERVOLTAGE
7572.0,17.29,13.239,0.21,37.1,3.631,OVERVOLTAGE
7574.0,18.09,13.769,0.22,38.4,3.98,OVERVOLTAGE
7576.0,16.99,13.008,0.23,37.3,3.908,OVERVOLTAGE
7578.0,17.37,13.326,0.23,37.3,3.995,OVERVOLTAGE
7580.0,17.17,13.408,0.22,35.5,3.777,OVERVOLTAGE
7582.0,17.72,13.455,0.21,37.2,3.721,OVERVOLTAGE
7584.0,17.78,13.805,0.2,37.9,3.556,OVERVOLTAGE
7586.0,17.05,13.131,0.22,39.5,3.751,OVERVOLTAGE
7588.0,17.55,13.576,0.22,37.7,3.861,OVERVOLTAGE
7590.0,17.34,13.125,0.2,37.7,3.468,OVERVOLTAGE
7592.0,17.39,13.381,0.22,38.8,3.826,OVERVOLTAGE
7594.0,17.6,13.144,0.22,37.3,3.872,OVERVOLTAGE
7596.0,17.54,13.323,0.23,37.9,4.034,OVERVOLTAGE
7598.0,17.68,13.66,0.22,39.2,3.89,OVERVOLTAGE
7600.0,17.88,13.725,0.23,37.1,4.112,OVERVOLTAGE
7602.0,17.65,13.533,0.23,38.3,4.059,OVERVOLTAGE
7604.0,18.56,14.049,0.22,38.6,4.083,OVERVOLTAGE
7606.0,17.81,13.812,0.23,38.2,4.096,OVERVOLTAGE
7608.0,17.15,13.234,0.22,38.1,3.773,OVERVOLTAGE
7610.0,17.57,13.263,0.23,37.5,4.041,OVERVOLTAGE
7612.0,17.62,13.448,0.22,38.4,3.876,OVERVOLTAGE
7614.0,17.37,13.234,0.22,38.0,3.821,OVERVOLTAGE
7616.0,17.42,13.336,0.22,38.6,3.832,OVERVOLTAGE
7618.0,23.09,17.782,0.22,37.6,5.08,OVERVOLTAGE
7620.0,17.66,13.563,0.23,38.4,4.062,OVERVOLTAGE
7622.0,17.71,13.336,0.21,38.3,3.719,OVERVOLTAGE
7624.0,17.43,13.361,0.21,38.2,3.66,OVERVOLTAGE
7626.0,17.69,13.465,0.22,37.6,3.892,OVERVOLTAGE
7628.0,17.86,13.412,0.23,37.2,4.108,OVERVOLTAGE
7630.0,17.21,13.04,0.23,38.8,3.958,OVERVOLTAGE
7632.0,17.62,13.642,0.24,38.3,4.229,OVERVOLTAGE
7634.0,17.89,13.647,0.21,37.9,3.757,OVERVOLTAGE
7636.0,17.54,13.001,0.23,38.3,4.034,OVERVOLTAGE
7638.0,16.98,13.03,0.2,38.1,3.396,OVERVOLTAGE
7640.0,17.61,13.54,0.21,38.5,3.698,OVERVOLTAGE
7642.0,17.01,13.253,0.21,38.0,3.572,OVERVOLTAGE
7644.0,18.17,13.963,0.22,37.5,3.997,OVERVOLTAGE
7646.0,17.32,13.253,0.21,36.5,3.637,OVERVOLTAGE
7648.0,17.25,13.212,0.22,36.4,3.795,OVERVOLTAGE
7650.0,16.54,12.652,0.23,38.4,3.804,OVERVOLTAGE
7652.0,17.72,13.629,0.21,38.0,3.721,OVERVOLTAGE
7654.0,16.28,12.479,0.22,38.0,3.582,OVERVOLTAGE
7656.0,18.07,13.506,0.21,37.6,3.795,OVERVOLTAGE
7658.0,18.09,13.776,0.22,37.7,3.98,OVERVOLTAGE
7660.0,17.75,13.605,0.22,39.8,3.905,OVERVOLTAGE
7662.0,17.32,13.04,0.22,37.7,3.81,OVERVOLTAGE
7664.0,17.52,13.272,0.23,37.6,4.03,OVERVOLTAGE
7666.0,18.1,13.632,0.21,36.6,3.801,OVERVOLTAGE
7668.0,16.89,12.907,0.22,37.8,3.716,OVERVOLTAGE
7670.0,17.95,13.891,0.21,38.5,3.769,OVERVOLTAGE
7672.0,17.32,13.361,0.23,37.8,3.984,OVERVOLTAGE
7674.0,16.88,12.813,0.21,37.7,3.545,OVERVOLTAGE
7676.0,17.3,13.171,0.22,38.5,3.806,OVERVOLTAGE
7678.0,17.18,13.017,0.22,37.5,3.78,OVERVOLTAGE
7680.0,16.86,13.039,0.22,37.6,3.709,OVERVOLTAGE
7682.0,16.93,12.841,0.22,39.2,3.725,OVERVOLTAGE
7684.0,17.41,13.509,0.21,37.1,3.656,OVERVOLTAGE
7686.0,17.57,13.464,0.22,36.8,3.865,OVERVOLTAGE
7688.0,17.96,13.537,0.23,38.5,4.131,BORDERLINE_OVERVOLTAGE
7690.0,17.62,13.3,0.23,36.8,4.053,OVERVOLTAGE
7692.0,17.85,13.722,0.23,36.9,4.106,OVERVOLTAGE
7694.0,17.54,13.481,0.23,37.6,4.034,OVERVOLTAGE
7696.0,17.83,13.512,0.22,38.0,3.923,OVERVOLTAGE
7698.0,18.15,13.727,0.22,37.4,3.993,OVERVOLTAGE
7700.0,17.55,13.649,0.23,37.1,4.037,OVERVOLTAGE
7702.0,17.62,13.454,0.22,37.9,3.876,OVERVOLTAGE
7704.0,17.44,13.426,0.23,38.0,4.011,OVERVOLTAGE
7706.0,17.33,13.407,0.22,37.5,3.813,BORDERLINE_OVERVOLTAGE
7708.0,17.17,13.086,0.22,37.8,3.777,OVERVOLTAGE
7710.0,17.78,13.453,0.22,39.0,3.912,OVERVOLTAGE
7712.0,17.57,13.414,0.21,38.3,3.69,OVERVOLTAGE
7714.0,17.44,13.402,0.23,37.6,4.011,OVERVOLTAGE
7716.0,17.2,13.067,0.22,37.2,3.784,OVERVOLTAGE
7718.0,17.47,13.566,0.23,38.1,4.018,OVERVOLTAGE
7720.0,17.59,13.489,0.22,39.1,3.87,OVERVOLTAGE
7722.0,17.25,12.927,0.22,37.8,3.795,OVERVOLTAGE
7724.0,17.87,13.686,0.23,39.3,4.11,OVERVOLTAGE
7726.0,17.4,13.513,0.23,38.6,4.002,OVERVOLTAGE
7728.0,17.48,13.424,0.22,37.5,3.846,OVERVOLTAGE
7730.0,16.89,13.011,0.23,38.4,3.885,OVERVOLTAGE
7732.0,17.55,13.32,0.23,38.6,4.037,OVERVOLTAGE
7734.0,17.27,13.072,0.21,38.4,3.627,OVERVOLTAGE
7736.0,17.93,13.645,0.23,37.4,4.124,OVERVOLTAGE
7738.0,17.51,13.148,0.23,39.1,4.027,OVERVOLTAGE
7740.0,17.37,13.21,0.22,37.0,3.821,OVERVOLTAGE
7742.0,17.67,13.874,0.22,36.9,3.887,OVERVOLTAGE
7744.0,17.6,13.472,0.22,37.2,3.872,OVERVOLTAGE
7746.0,17.44,13.43,0.2,37.3,3.488,OVERVOLTAGE
7748.0,18.27,13.889,0.22,38.8,4.019,OVERVOLTAGE
7750.0,17.47,13.519,0.23,39.1,4.018,OVERVOLTAGE
7752.0,17.08,13.035,0.22,38.2,3.758,OVERVOLTAGE
7754.0,17.65,13.7,0.23,38.7,4.059,OVERVOLTAGE
7756.0,17.37,13.524,0.21,38.2,3.648,OVERVOLTAGE
7758.0,17.31,13.257,0.23,38.5,3.981,OVERVOLTAGE
7760.0,17.5,13.218,0.21,36.4,3.675,OVERVOLTAGE
7762.0,17.35,13.191,0.23,37.9,3.991,OVERVOLTAGE
7764.0,17.15,13.258,0.23,38.9,3.944,OVERVOLTAGE
7766.0,17.74,13.8,0.21,37.8,3.725,OVERVOLTAGE
7768.0,17.94,13.727,0.21,38.0,3.767,OVERVOLTAGE
7770.0,17.2,13.051,0.2,38.1,3.44,OVERVOLTAGE
7772.0,17.19,13.146,0.22,37.9,3.782,OVERVOLTAGE
7774.0,17.15,13.16,0.22,36.8,3.773,OVERVOLTAGE
7776.0,16.38,12.441,0.22,38.6,3.604,OVERVOLTAGE
7778.0,17.78,13.544,0.23,35.7,4.089,OVERVOLTAGE
7780.0,16.37,12.255,0.22,38.0,3.601,OVERVOLTAGE
7782.0,18.26,14.108,0.22,37.4,4.017,OVERVOLTAGE
7784.0,16.79,13.096,0.21,36.4,3.526,OVERVOLTAGE
7786.0,17.63,13.535,0.23,38.2,4.055,OVERVOLTAGE
7788.0,17.53,13.306,0.22,38.1,3.857,OVERVOLTAGE
7790.0,17.48,13.155,0.22,38.1,3.846,OVERVOLTAGE
7792.0,16.97,13.067,0.23,37.8,3.903,OVERVOLTAGE
7794.0,17.07,13.033,0.21,37.4,3.585,OVERVOLTAGE
7796.0,17.24,13.426,0.23,38.1,3.965,OVERVOLTAGE
7798.0,17.66,13.276,0.2,38.7,3.532,OVERVOLTAGE
9046.0,15.78,12.125,0.27,-43.7,4.261,NORMAL
9048.0,15.7,11.989,0.25,-36.8,3.925,NORMAL
9050.0,15.64,11.969,0.25,-29.4,3.91,NORMAL
9052.0,15.52,11.974,0.26,-22.0,4.035,NORMAL
9054.0,15.17,11.602,0.24,-16.3,3.641,NORMAL
9056.0,15.47,12.029,0.25,-10.8,3.868,NORMAL
9058.0,15.65,12.097,0.25,-6.0,3.913,NORMAL
9060.0,15.96,12.436,0.26,-1.6,4.15,NORMAL
9062.0,15.66,12.199,0.25,2.4,3.915,NORMAL
9064.0,15.71,12.164,0.26,6.0,4.085,NORMAL
9066.0,15.36,11.935,0.25,9.2,3.84,NORMAL
9068.0,15.75,12.216,0.25,12.1,3.938,NORMAL
9070.0,15.4,12.054,0.26,14.3,4.004,NORMAL
9072.0,15.59,12.057,0.26,17.0,4.053,NORMAL
9074.0,15.73,12.24,0.26,19.0,4.09,NORMAL
9076.0,15.35,11.964,0.25,21.2,3.837,NORMAL
9078.0,15.71,12.019,0.25,22.9,3.928,NORMAL
9080.0,16.01,12.165,0.25,23.8,4.003,NORMAL
9082.0,15.61,11.905,0.25,26.2,3.902,NORMAL
9084.0,15.61,12.232,0.24,26.7,3.746,NORMAL
9086.0,15.33,11.829,0.25,28.1,3.833,NORMAL
9088.0,15.72,12.341,0.24,29.5,3.773,NORMAL
9090.0,15.61,12.078,0.27,29.7,4.215,NORMAL
9092.0,15.94,12.065,0.25,30.2,3.985,NORMAL
9094.0,16.08,12.225,0.25,31.3,4.02,NORMAL
9096.0,15.82,12.215,0.25,31.9,3.955,NORMAL
9098.0,15.35,11.897,0.25,33.2,3.837,NORMAL
9100.0,15.63,12.284,0.25,33.0,3.908,NORMAL
9102.0,15.41,12.008,0.25,33.7,3.853,NORMAL
9104.0,15.86,12.247,0.25,34.2,3.965,NORMAL
9106.0,15.07,11.582,0.24,34.2,3.617,NORMAL
9108.0,15.32,11.799,0.25,34.8,3.83,NORMAL
9110.0,15.31,11.798,0.25,34.1,3.828,NORMAL
9112.0,15.61,12.057,0.25,34.8,3.902,NORMAL
9114.0,15.36,12.092,0.24,36.0,3.686,NORMAL
9116.0,15.61,12.143,0.24,36.0,3.746,NORMAL
9118.0,15.75,12.159,0.27,35.8,4.253,NORMAL
9120.0,15.96,12.277,0.26,35.5,4.15,NORMAL
9122.0,15.95,12.225,0.27,36.8,4.306,NORMAL
9124.0,15.36,11.752,0.26,37.0,3.994,NORMAL
9126.0,15.55,11.879,0.25,37.0,3.888,NORMAL
9128.0,15.46,11.883,0.24,37.4,3.71,NORMAL
9130.0,15.71,12.087,0.26,37.1,4.085,NORMAL
9132.0,15.65,12.095,0.25,37.7,3.913,NORMAL
9134.0,15.47,11.771,0.26,37.7,4.022,NORMAL
9136.0,15.96,12.401,0.25,37.4,3.99,NORMAL
9138.0,15.47,11.755,0.26,37.2,4.022,OVERTEMP
9140.0,15.37,12.051,0.25,37.0,3.842,NORMAL
9142.0,15.88,12.252,0.26,37.5,4.129,NORMAL
9144.0,15.32,11.892,0.26,37.7,3.983,NORMAL
9146.0,16.0,12.346,0.25,37.5,4.0,NORMAL
9148.0,15.38,11.828,0.25,37.8,3.845,NORMAL
9150.0,15.91,12.323,0.24,38.2,3.818,NORMAL
9152.0,15.47,11.836,0.24,36.7,3.713,NORMAL
9154.0,15.85,12.124,0.25,38.2,3.962,NORMAL
9156.0,15.77,12.13,0.25,37.3,3.942,NORMAL
9158.0,15.44,11.922,0.24,37.7,3.706,NORMAL
9160.0,15.9,12.323,0.26,38.3,4.134,NORMAL
9162.0,15.68,12.151,0.24,37.9,3.763,NORMAL
9164.0,15.94,12.137,0.25,38.4,3.985,NORMAL
9166.0,15.52,11.949,0.25,38.4,3.88,NORMAL
9168.0,15.58,12.202,0.25,37.4,3.895,NORMAL
9170.0,15.39,12.076,0.24,37.9,3.694,NORMAL
9172.0,15.74,12.103,0.25,37.9,3.935,NORMAL
9174.0,15.24,11.922,0.24,38.0,3.658,NORMAL
9176.0,15.68,12.119,0.25,38.6,3.92,NORMAL
9178.0,15.57,12.065,0.24,38.8,3.737,NORMAL
9180.0,15.38,11.744,0.24,38.5,3.691,NORMAL
9182.0,16.03,12.387,0.23,38.6,3.687,NORMAL
9184.0,15.63,12.129,0.25,38.8,3.908,NORMAL
9186.0,15.39,11.874,0.24,38.0,3.694,NORMAL
9188.0,15.24,11.769,0.25,37.7,3.81,NORMAL
9190.0,15.77,12.055,0.26,38.4,4.1,NORMAL
9192.0,15.69,12.134,0.25,37.4,3.922,NORMAL
9194.0,16.03,12.33,0.25,37.2,4.008,OVERVOLTAGE
9196.0,15.32,11.804,0.26,38.2,3.983,NORMAL
9198.0,15.52,11.874,0.25,38.0,3.88,BORDERLINE_OVERTEMP
9200.0,15.28,11.816,0.26,37.8,3.973,NORMAL
